,Price,Stock
0,13.59,0
1,13.45,0
2,13.58,0
3,13.58,0
4,13.57,0
5,13.57,0
6,13.57,0
7,13.48,0
8,13.46,0
9,13.44,0
10,13.56,0
11,13.51,0
12,13.57,0
13,13.47,0
14,13.44,0
15,13.42,0
16,13.28,0
17,13.35,0
18,13.35,0
19,13.26,0
20,13.2,0
21,13.12,0
22,13.08,0
23,13.17,0
24,13.17,0
25,13.2,0
26,13.21,0
27,13.08,0
28,13.17,0
29,13.07,0
30,13.1,0
31,13.0,0
32,13.03,0
33,13.0,0
34,12.86,0
35,12.77,0
36,12.67,0
37,12.73,0
38,12.72,0
39,12.79,0
40,12.8,0
41,12.71,0
42,12.63,0
43,12.7,0
44,12.71,0
45,12.77,0
46,12.83,0
47,12.91,0
48,12.97,0
49,12.91,0
50,12.94,0
51,13.02,0
52,13.17,0
53,13.26,0
54,13.16,0
55,13.25,0
56,13.38,0
57,13.33,0
58,13.32,0
59,13.4,0
60,13.47,0
61,13.31,0
62,13.43,0
63,13.32,0
64,13.37,0
65,13.37,0
66,13.41,0
67,13.4,0
68,13.48,0
69,13.4,0
70,13.48,0
71,13.46,0
72,13.43,0
73,13.59,0
74,13.77,0
75,13.83,0
76,13.69,0
77,13.7,0
78,13.78,0
79,13.77,0
80,13.92,0
81,14.0,0
82,14.0,0
83,13.97,0
84,13.93,0
85,14.11,0
86,14.09,0
87,14.22,0
88,14.23,0
89,14.16,0
90,14.11,0
91,14.14,0
92,14.17,0
93,14.01,0
94,14.02,0
95,14.08,0
96,14.13,0
97,14.37,0
98,14.33,0
99,14.17,0
100,14.19,0
101,14.28,0
102,14.26,0
103,14.39,0
104,14.45,0
105,14.5,0
106,14.75,0
107,14.81,0
108,14.75,0
109,14.79,0
110,14.57,0
111,14.62,0
112,14.71,0
113,14.54,0
114,14.6,0
115,14.65,0
116,14.61,0
117,14.71,0
118,14.72,0
119,14.6,0
120,14.61,0
121,14.65,0
122,14.68,0
123,14.68,0
124,14.55,0
125,14.63,0
126,14.55,0
127,14.5,0
128,14.58,0
129,14.56,0
130,14.62,0
131,14.64,0
132,14.71,0
133,14.86,0
134,15.03,0
135,15.12,0
136,15.09,0
137,15.05,0
138,15.04,0
139,15.04,0
140,14.95,0
141,14.95,0
142,14.82,0
143,14.74,0
144,14.71,0
145,14.82,0
146,14.77,0
147,14.77,0
148,14.73,0
149,14.78,0
150,14.68,0
151,14.65,0
152,14.67,0
153,14.66,0
154,14.55,0
155,14.52,0
156,14.61,0
157,14.69,0
158,14.84,0
159,14.74,0
160,14.75,0
161,14.71,0
162,14.71,0
163,14.75,0
164,14.85,0
165,14.8,0
166,14.73,0
167,14.76,0
168,14.85,0
169,14.84,0
170,14.91,0
171,14.98,0
172,15.01,0
173,15.02,0
174,14.89,0
175,14.78,0
176,14.9,0
177,14.91,0
178,15.01,0
179,15.13,0
180,15.24,0
181,15.11,0
182,15.19,0
183,15.12,0
184,14.99,0
185,14.86,0
186,14.86,0
187,14.91,0
188,14.86,0
189,14.84,0
190,14.86,0
191,14.89,0
192,15.01,0
193,15.07,0
194,15.04,0
195,15.22,0
196,15.08,0
197,15.07,0
198,15.22,0
199,15.22,0
200,15.21,0
201,15.3,0
202,15.53,0
203,15.56,0
204,15.41,0
205,15.36,0
206,15.33,0
207,15.43,0
208,15.4,0
209,15.24,0
210,15.21,0
211,15.13,0
212,15.29,0
213,15.27,0
214,15.27,0
215,15.35,0
216,15.23,0
217,15.02,0
218,14.78,0
219,14.76,0
220,14.92,0
221,14.88,0
222,14.85,0
223,14.72,0
224,14.85,0
225,14.75,0
226,14.91,0
227,14.9,0
228,14.86,0
229,14.83,0
230,14.89,0
231,14.69,0
232,14.85,0
233,14.9,0
234,14.81,0
235,14.78,0
236,14.61,0
237,14.61,0
238,14.67,0
239,14.59,0
240,14.58,0
241,14.44,0
242,14.29,0
243,14.23,0
244,14.28,0
245,14.19,0
246,14.24,0
247,14.3,0
248,14.26,0
249,14.36,0
250,14.52,0
251,14.43,0
252,14.46,0
253,14.54,0
254,14.47,0
255,14.41,0
256,14.37,0
257,14.38,0
258,14.49,0
259,14.38,0
260,14.41,0
261,14.45,0
262,14.11,0
263,14.16,0
264,14.23,0
265,14.2,0
266,14.17,0
267,14.09,0
268,14.04,0
269,14.13,0
270,14.13,0
271,14.09,0
272,13.94,0
273,14.04,0
274,14.02,0
275,13.99,0
276,13.98,0
277,14.16,0
278,14.26,0
279,14.28,0
280,14.21,0
281,14.27,0
282,14.2,0
283,14.08,0
284,14.11,0
285,14.2,0
286,14.03,0
287,14.02,0
288,13.85,0
289,13.78,0
290,13.77,0
291,13.78,0
292,13.78,0
293,13.75,0
294,13.69,0
295,13.7,0
296,13.69,0
297,13.58,0
298,13.62,0
299,13.67,0
300,13.54,0
301,13.57,0
302,13.57,0
303,13.65,0
304,13.57,0
305,13.44,0
306,13.55,0
307,13.51,0
308,13.43,0
309,13.34,0
310,13.27,0
311,13.3,0
312,13.39,0
313,13.21,0
314,13.26,0
315,13.27,0
316,13.31,0
317,13.28,0
318,13.18,0
319,13.06,0
320,13.23,0
321,13.14,0
322,13.1,0
323,13.09,0
324,13.15,0
325,13.2,0
326,13.19,0
327,13.13,0
328,13.15,0
329,13.01,0
330,13.05,0
331,13.23,0
332,13.29,0
333,13.31,0
334,13.33,0
335,13.34,0
336,13.34,0
337,13.31,0
338,13.25,0
339,13.4,0
340,13.45,0
341,13.59,0
342,13.33,0
343,13.38,0
344,13.43,0
345,13.23,0
346,13.2,0
347,13.26,0
348,13.11,0
349,13.21,0
350,13.26,0
351,13.3,0
352,13.4,0
353,13.38,0
354,13.38,0
355,13.4,0
356,13.37,0
357,13.31,0
358,13.22,0
359,13.22,0
360,13.18,0
361,13.15,0
362,13.2,0
363,13.24,0
364,13.2,0
365,13.16,0
366,13.11,0
367,13.03,0
368,13.0,0
369,13.15,0
370,13.13,0
371,13.13,0
372,13.05,0
373,13.07,0
374,13.21,0
375,13.21,0
376,13.05,0
377,13.09,0
378,13.05,0
379,13.14,0
380,13.15,0
381,13.12,0
382,13.15,0
383,13.04,0
384,13.05,0
385,13.02,0
386,13.08,0
387,13.07,0
388,12.97,0
389,13.04,0
390,13.1,0
391,13.17,0
392,13.26,0
393,13.13,0
394,13.15,0
395,13.12,0
396,13.06,0
397,13.04,0
398,12.96,0
399,12.89,0
400,12.99,0
401,12.97,0
402,12.93,0
403,12.87,0
404,12.92,0
405,12.93,0
406,12.98,0
407,12.89,0
408,12.89,0
409,12.99,0
410,13.02,0
411,12.96,0
412,12.94,0
413,12.89,0
414,13.0,0
415,13.03,0
416,12.91,0
417,13.0,0
418,12.95,0
419,12.85,0
420,13.0,0
421,13.08,0
422,12.99,0
423,12.96,0
424,12.85,0
425,12.94,0
426,12.9,0
427,13.0,0
428,12.96,0
429,12.93,0
430,12.82,0
431,12.83,0
432,12.99,0
433,13.07,0
434,13.07,0
435,13.05,0
436,13.14,0
437,13.1,0
438,13.07,0
439,13.13,0
440,13.28,0
441,13.36,0
442,13.35,0
443,13.39,0
444,13.42,0
445,13.45,0
446,13.49,0
447,13.45,0
448,13.51,0
449,13.54,0
450,13.5,0
451,13.59,0
452,13.49,0
453,13.59,0
454,13.56,0
455,13.54,0
456,13.45,0
457,13.4,0
458,13.3,0
459,13.37,0
460,13.38,0
461,13.31,0
462,13.25,0
463,13.22,0
464,13.16,0
465,13.15,0
466,13.25,0
467,13.24,0
468,13.38,0
469,13.34,0
470,13.56,0
471,13.63,0
472,13.57,0
473,13.73,0
474,13.76,0
475,13.69,0
476,13.58,0
477,13.69,0
478,13.55,0
479,13.735979202091695,0
480,13.755694929957391,0
481,13.774703271985056,0
482,13.793165509700776,0
483,13.810718126595022,0
484,13.827779563963414,0
485,13.843683651387693,0
486,13.858255223333837,0
487,13.872519338726999,0
488,13.886082791984082,0
489,13.899087042808533,0
490,13.912864432036878,0
491,13.929715076982976,0
492,13.949211978912356,0
493,13.97469515860081,0
494,14.00568609803915,0
495,14.040568314492704,0
496,14.077540205121041,0
497,14.115047983527186,0
498,14.151971585750582,0
499,14.187576818466187,0
500,14.221506714224816,0
501,14.253615097999575,0
502,14.283914718627932,0
503,14.312509662508965,0
504,14.339554312825204,0
505,14.365218071937562,0
506,14.38966754794121,0
507,14.413070746064188,0
508,14.435570173859597,0
509,14.457303972840311,0
510,14.478386358618737,0
511,14.49892735540867,0
512,14.519021968245507,0
513,14.538755072951318,0
514,14.558203162550928,0
515,14.577434172630312,0
516,14.596498050689698,0
517,14.61543356716633,0
518,14.634262552261355,0
519,14.652996183037759,0
520,14.671632713079454,0
521,14.690153455734254,0
522,14.708542867898942,0
523,14.726760083436968,0
524,14.74477890610695,0
525,14.76255637407303,0
526,14.780064719319345,0
527,14.79726377427578,0
528,14.81412297666073,0
529,14.830618225932122,0
530,14.846727342605591,0
531,14.862436529994012,0
532,14.877733912467958,0
533,14.892617394328118,0
534,14.90708156168461,0
535,14.92113112986088,0
536,14.934767146706582,0
537,14.947997121810914,0
538,14.960828215479852,0
539,14.973271779417994,0
540,14.985334275364877,0
541,14.997028102874758,0
542,15.008367757201196,0
543,15.019356731176378,0
544,15.030007598996164,0
545,15.040332934856416,0
546,15.050342867970468,0
547,15.060035302639008,0
548,15.069431719779969,0
549,15.078522688746453,0
550,15.0873127502203,0
